time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-06T06:31:25.270Z,17.9273,-66.7945,9,2.03,md,5,228,0.0973,0.06,pr,pr2020066007,2020-03-06T07:32:17.359Z,"7km SSE of Indios, Puerto Rico",earthquake,1.13,0.98,0.32,4,reviewed,pr,pr
2020-03-06T06:29:33.730Z,36.6103325,-121.2184982,2.54,1.41,md,5,191,0.04686,0.02,nc,nc73350310,2020-03-06T09:18:03.186Z,"11km NW of Pinnacles, CA",earthquake,0.57,0.94,0.4,4,automatic,nc,nc
2020-03-06T06:25:54.600Z,17.8733,-66.867,12,2.39,md,6,245,0.1025,0.08,pr,pr2020066006,2020-03-06T07:32:50.743Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.92,0.61,0.32,6,reviewed,pr,pr
2020-03-06T06:23:48.920Z,41.4743333,-112.3,3.96,0.82,md,13,95,0.1164,0.12,uu,uu60362297,2020-03-06T16:58:09.370Z,"22km W of Perry, Utah",earthquake,0.41,1.88,0.14,9,reviewed,uu,uu
2020-03-06T06:18:01.010Z,17.9453,-66.8983,13,2.21,md,6,217,0.0354,0.11,pr,pr2020066005,2020-03-06T07:33:09.455Z,"3km SSE of Guanica, Puerto Rico",earthquake,1.3,0.53,0.13,5,reviewed,pr,pr
2020-03-06T06:16:54.830Z,41.8613333,-112.619,-3.19,0.9,md,10,138,0.1423,0.13,uu,uu60362292,2020-03-06T16:54:00.510Z,"40km WNW of Garland, Utah",earthquake,0.43,1.16,0.153,8,reviewed,uu,uu
2020-03-06T05:55:00.870Z,41.483,-112.312,-1.31,0.94,md,16,86,0.1169,0.18,uu,uu60362287,2020-03-06T16:48:50.290Z,"23km W of Perry, Utah",earthquake,0.51,1.21,0.084,12,reviewed,uu,uu
2020-03-06T05:50:34.371Z,-21.3087,-69.8881,49.36,4.7,mb,,111,0.013,0.46,us,us60008au9,2020-03-06T17:49:07.346Z,"92km NNE of Tocopilla, Chile",earthquake,3.1,1.7,0.126,19,reviewed,us,us
2020-03-06T05:43:05.130Z,19.2193336,-155.4290009,29.61,1.81,md,20,218,0.07216,0.15,hv,hv71414462,2020-03-06T05:46:27.230Z,"5km ENE of Pahala, Hawaii",earthquake,1.48,2.96,0.04,4,automatic,hv,hv
2020-03-06T05:41:39.880Z,33.2306667,-116.7356667,11.24,0.73,ml,28,34,0.02007,0.17,ci,ci38384802,2020-03-06T05:45:28.553Z,"3km ESE of Lake Henshaw, CA",earthquake,0.29,0.54,0.193,17,automatic,ci,ci
2020-03-06T05:32:21.740Z,37.662,-118.8471667,1.54,0.67,md,10,102,0.02562,0.05,nc,nc73350300,2020-03-06T17:32:03.072Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.44,1,0.327,9,reviewed,nc,nc
2020-03-06T05:28:50.090Z,35.6906667,-117.5356667,2.99,0.58,ml,9,151,0.1199,0.17,ci,ci38384794,2020-03-06T05:32:23.862Z,"15km SW of Searles Valley, CA",earthquake,0.61,3.37,0.073,8,automatic,ci,ci
2020-03-06T05:22:37.929Z,61.3216,-149.5849,32.6,1.9,ml,,,,0.36,ak,ak020318kvan,2020-03-06T05:34:02.063Z,"20km NE of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-06T05:21:28.540Z,35.8121667,-117.6381667,7.4,0.85,ml,10,112,0.03324,0.13,ci,ci38384786,2020-03-06T05:25:10.301Z,"22km N of Ridgecrest, CA",earthquake,0.38,0.81,0.151,9,automatic,ci,ci
2020-03-06T05:19:45.680Z,38.8051682,-122.8241653,2.52,0.56,md,10,125,0.005384,0.02,nc,nc73350295,2020-03-06T05:35:02.793Z,"7km WNW of The Geysers, CA",earthquake,0.37,0.8,,1,automatic,nc,nc
2020-03-06T05:12:56.030Z,41.4793333,-112.3013333,0.89,0.78,md,9,138,0.1193,0.11,uu,uu60362282,2020-03-06T16:43:09.030Z,"22km W of Perry, Utah",earthquake,0.45,31.61,0.171,7,reviewed,uu,uu
2020-03-06T05:10:09.320Z,17.9236,-66.8986,11,2.34,md,6,227,0.055,0.04,pr,pr2020066004,2020-03-06T05:56:54.433Z,"5km S of Guanica, Puerto Rico",earthquake,0.9,0.51,0.29,6,reviewed,pr,pr
2020-03-06T05:02:08.260Z,33.2853333,-116.5955,2.26,0.73,ml,6,125,0.1504,0.16,ci,ci38384778,2020-03-06T05:05:47.195Z,"4km E of Warner Springs, CA",earthquake,0.63,1.33,0.183,6,automatic,ci,ci
2020-03-06T04:59:36.600Z,37.526,-118.8861667,4.09,0.21,md,6,203,0.07837,0.04,nc,nc73350290,2020-03-06T17:23:03.006Z,"15km SSE of Mammoth Lakes, CA",earthquake,0.88,2.52,0.032,5,reviewed,nc,nc
2020-03-06T04:57:06.880Z,41.4758333,-112.307,1.14,0.29,md,8,137,0.1139,0.14,uu,uu60020159,2020-03-06T16:40:32.600Z,"22km W of Perry, Utah",earthquake,1.08,7.78,0.063,4,reviewed,uu,uu
2020-03-06T04:56:17.500Z,41.474,-112.2926667,0.6,0.65,md,9,155,0.1201,0.12,uu,uu60362277,2020-03-06T16:36:54.520Z,"21km W of Perry, Utah",earthquake,0.65,9.17,0.045,7,reviewed,uu,uu
2020-03-06T04:54:03.070Z,36.6178322,-121.223999,5.46,2.26,md,27,130,0.05554,0.1,nc,nc73350285,2020-03-06T08:18:03.000Z,"12km NW of Pinnacles, CA",earthquake,0.33,1,0.11,29,automatic,nc,nc
2020-03-06T04:30:46.590Z,44.6705,-110.9033333,6.27,0.64,md,7,126,0.0281,0.1,uu,uu60020154,2020-03-06T15:59:45.970Z,"15km E of West Yellowstone, Montana",earthquake,0.52,1.41,0.372,5,reviewed,uu,uu
2020-03-06T04:29:42.520Z,41.4736667,-112.3001667,0.27,3.04,ml,28,85,0.1158,0.2,uu,uu60020149,2020-03-06T15:54:51.231Z,"21km W of Perry, Utah",earthquake,0.37,4.67,0.116,11,reviewed,uu,uu
2020-03-06T04:28:59.700Z,41.4801667,-112.2998333,5.62,2.95,ml,43,86,0.1184,0.19,uu,uu60362272,2020-03-06T16:30:34.417Z,"23km W of Willard, Utah",earthquake,0.32,0.61,0.147,17,reviewed,uu,uu
2020-03-06T04:28:26.680Z,17.9266,-66.986,10,2.2,md,7,232,0.1173,0.1,pr,pr2020066003,2020-03-06T08:14:51.496Z,"8km SE of La Parguera, Puerto Rico",earthquake,0.9,0.66,0.51,6,reviewed,pr,pr
2020-03-06T04:20:04.660Z,35.879,-117.703,10.79,0.4,ml,8,71,0.08094,0.06,ci,ci38384770,2020-03-06T04:23:33.438Z,"19km ESE of Little Lake, CA",earthquake,0.22,0.68,0.079,4,automatic,ci,ci
2020-03-06T04:18:07.380Z,32.9125,-115.5231667,5.53,1.4,ml,18,66,0.03344,0.24,ci,ci38384762,2020-03-06T04:21:43.696Z,"7km S of Brawley, CA",earthquake,0.5,0.73,0.299,23,automatic,ci,ci
2020-03-06T04:15:24.540Z,35.6856667,-117.5365,9.41,0.72,ml,9,149,0.116,0.16,ci,ci38384754,2020-03-06T04:19:12.417Z,"14km ENE of Ridgecrest, CA",earthquake,0.59,1.45,0.131,8,automatic,ci,ci
2020-03-06T04:14:23.920Z,33.4691667,-116.4405,4.8,0.92,ml,34,53,0.05549,0.19,ci,ci38384746,2020-03-06T18:00:14.360Z,"24km ESE of Anza, CA",earthquake,0.23,0.91,0.171,27,reviewed,ci,ci
2020-03-06T04:05:01.820Z,17.8231,-66.8888,10,2.32,md,7,261,0.1523,0.09,pr,pr2020066002,2020-03-06T08:13:18.506Z,"16km S of Guanica, Puerto Rico",earthquake,0.78,0.79,0.45,7,reviewed,pr,pr
2020-03-06T03:56:44.926Z,59.2211,-155.3268,0,2,ml,,,,0.59,ak,ak020317layf,2020-03-06T04:05:24.525Z,"63km SSW of Old Iliamna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-06T03:43:52.240Z,33.6896667,-116.7701667,13.47,0.49,ml,17,115,0.05137,0.24,ci,ci38384722,2020-03-06T18:00:22.271Z,"7km SW of Idyllwild, CA",earthquake,0.6,0.71,0.157,11,reviewed,ci,ci
2020-03-06T03:23:57.620Z,41.4803333,-112.3065,1.77,1.68,ml,32,86,0.1175,0.17,uu,uu60362267,2020-03-06T16:14:10.210Z,"22km W of Perry, Utah",earthquake,0.34,2.3,0.057,5,reviewed,uu,uu
2020-03-06T03:13:40.390Z,38.8083333,-122.8236667,2.19,1.88,md,56,44,0.004339,0.06,nc,nc73350275,2020-03-06T17:55:04.215Z,"7km WNW of The Geysers, CA",earthquake,0.15,0.21,0.177,23,reviewed,nc,nc
2020-03-06T03:10:10.189Z,60.5364,-140.6228,20,1.6,ml,,,,0.43,ak,ak020317bddh,2020-03-06T03:14:13.397Z,"112km ENE of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-03-06T03:05:41.950Z,35.88,-117.7163333,8.91,1.66,ml,24,52,0.08147,0.14,ci,ci38384714,2020-03-06T03:09:37.005Z,"18km ESE of Little Lake, CA",earthquake,0.21,0.54,0.124,20,automatic,ci,ci
2020-03-06T03:04:42.210Z,34.37,-116.1383333,0.47,2.32,ml,41,43,0.1644,0.18,ci,ci38384706,2020-03-06T03:15:53.280Z,"26km NNW of Twentynine Palms, CA",earthquake,0.24,31.61,0.15,26,automatic,ci,ci
2020-03-06T03:01:06.890Z,33.8303333,-116.1758333,5.65,2.14,ml,62,90,0.05066,0.2,ci,ci38384698,2020-03-06T03:11:46.430Z,"13km NNE of Indio, CA",earthquake,0.19,0.75,0.207,25,automatic,ci,ci
2020-03-06T02:59:49.340Z,35.1258333,-84.4321667,17.06,1.58,md,7,253,0.2006,0.06,se,se60101928,2020-03-06T12:58:01.540Z,"16km NNW of McCaysville, Georgia",earthquake,0.65,0.99,0.151,6,reviewed,se,se
2020-03-06T02:56:00.970Z,33.5195,-116.7388333,3.76,0.55,ml,18,52,0.0458,0.15,ci,ci38384690,2020-03-06T18:01:21.730Z,"7km WSW of Anza, CA",earthquake,0.25,0.67,0.138,16,reviewed,ci,ci
2020-03-06T02:53:37.914Z,62.66,-151.703,3.9,1.6,ml,,,,0.36,ak,ak020316z7nf,2020-03-06T03:03:30.972Z,"90km WNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-06T02:46:15.790Z,33.688,-116.7091667,16.07,0.74,ml,26,102,0.02348,0.13,ci,ci38384674,2020-03-06T18:01:01.207Z,"6km S of Idyllwild, CA",earthquake,0.26,0.39,0.213,21,reviewed,ci,ci
2020-03-06T02:46:09.120Z,37.8563,-116.0738,0.4,0.7,ml,7,224,0.656,0.22,nn,nn00718445,2020-03-06T03:06:22.077Z,"45km SE of Warm Springs, Nevada",earthquake,,19.5,,,automatic,nn,nn
2020-03-06T02:45:55.060Z,45.3761667,-112.5901667,8.8,1.29,ml,8,160,0.014,0.07,mb,mb80384259,2020-03-06T15:09:36.300Z,"18km NNE of Dillon, Montana",earthquake,0.39,0.5,0.282,3,reviewed,mb,mb
2020-03-06T02:44:51.005Z,10.9833,-62.3397,91.16,5,mww,,82,1.325,1.25,us,us60008asl,2020-03-06T17:06:16.782Z,"45km N of Gueiria, Venezuela",earthquake,4,6.8,0.08,15,reviewed,us,us
2020-03-06T02:41:46.520Z,35.4591667,-118.4831667,-0.17,1.12,ml,16,111,0.1751,0.17,ci,ci38384666,2020-03-06T02:45:23.364Z,"14km S of Bodfish, CA",earthquake,0.43,31.61,0.13,15,automatic,ci,ci
2020-03-06T02:38:57.434Z,6.7376,-72.953,171.44,4.6,mb,,62,2.321,1.2,us,us60008ask,2020-03-06T03:17:19.040Z,"8km ENE of Aratoca, Colombia",earthquake,10.2,10.4,0.107,26,reviewed,us,us
2020-03-06T02:35:20.270Z,41.476,-112.2921667,0.23,0.73,md,13,96,0.1206,0.2,uu,uu60362262,2020-03-06T16:33:16.480Z,"21km W of Perry, Utah",earthquake,0.46,31.61,0.101,7,reviewed,uu,uu
2020-03-06T02:32:05.480Z,33.5731667,-115.9161667,7.23,0.99,ml,28,45,0.09708,0.27,ci,ci38384658,2020-03-06T18:01:24.729Z,"6km NNE of North Shore, CA",earthquake,0.42,1.05,0.19,22,reviewed,ci,ci
2020-03-06T02:31:20.936Z,58.3552,-154.6403,0,0.6,ml,,,,0.91,ak,ak020316ufw4,2020-03-06T17:05:42.022Z,"98km NNW of Larsen Bay, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2020-03-06T02:26:12.660Z,35.8753333,-117.7041667,10.03,0.42,ml,8,95,0.0829,0.08,ci,ci38384650,2020-03-06T02:29:47.279Z,"20km ESE of Little Lake, CA",earthquake,0.28,0.66,0.141,5,automatic,ci,ci
2020-03-06T02:14:31.710Z,35.7008333,-117.5351667,2.81,0.61,ml,9,164,0.1254,0.16,ci,ci38384642,2020-03-06T02:18:07.207Z,"14km WSW of Searles Valley, CA",earthquake,0.51,1.52,0.083,8,automatic,ci,ci
2020-03-06T02:10:40.181Z,36.7584,-115.8154,0,0.7,ml,21,224.22,0.14,0.1944,nn,nn00718439,2020-03-06T17:45:43.935Z,"62km NNE of Pahrump, Nevada",earthquake,,0,0.14,11,reviewed,nn,nn
2020-03-06T02:08:07.570Z,41.477,-112.2988333,0.24,1.3,ml,18,85,0.1189,0.14,uu,uu60362257,2020-03-06T16:27:35.470Z,"22km W of Perry, Utah",earthquake,0.37,10.05,0.012,2,reviewed,uu,uu
2020-03-06T01:53:57.900Z,35.6798333,-117.4685,1.71,1.18,ml,19,112,0.09327,0.17,ci,ci38384634,2020-03-06T02:04:27.060Z,"11km SSW of Searles Valley, CA",earthquake,0.35,0.57,0.173,14,automatic,ci,ci
2020-03-06T01:42:14.169Z,34.96683333,-97.708,10.2,3.38,ml,54,40,0,0.28,ok,ok2020eoxb,2020-03-06T17:07:17.829Z,"18km NNW of Lindsay, Oklahoma",earthquake,,1.6,0.23,23,reviewed,ok,ok
2020-03-06T01:38:27.700Z,19.4584999,-155.4026642,-0.7,2.21,ml,39,51,0.0379,0.24,hv,hv71414212,2020-03-06T01:44:01.650Z,"17km W of Volcano, Hawaii",earthquake,0.3,0.34,0.22,11,automatic,hv,hv
2020-03-06T01:29:02.840Z,34.0346667,-117.5351667,2.41,1.19,ml,42,34,0.03718,0.28,ci,ci38384626,2020-03-06T01:40:17.190Z,"5km NNW of Mira Loma, CA",earthquake,0.32,0.56,0.231,30,automatic,ci,ci
2020-03-06T01:20:26.610Z,63.3332,-145.0782,3.5,1.8,ml,,,,0.46,ak,ak0203166oko,2020-03-06T01:25:27.782Z,"60km S of Deltana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-06T01:20:13.010Z,38.799,-122.8013333,3.69,0.28,md,5,158,0.01012,0.01,nc,nc73350250,2020-03-06T09:31:03.269Z,"5km WNW of The Geysers, CA",earthquake,0.69,1.43,,1,reviewed,nc,nc
2020-03-06T01:02:14.550Z,38.8318329,-122.8181686,1.79,0.93,md,21,53,0.01053,0.02,nc,nc73350245,2020-03-06T01:11:03.983Z,"8km NW of The Geysers, CA",earthquake,0.21,0.39,0.19,4,automatic,nc,nc
2020-03-06T01:00:28.360Z,38.8235016,-122.7653351,2,0.15,md,8,122,0.007824,0.01,nc,nc73350240,2020-03-06T01:08:03.967Z,"4km W of Cobb, CA",earthquake,0.44,0.84,0.08,2,automatic,nc,nc
2020-03-06T00:46:53.880Z,17.9423,-66.6875,12,2.2,md,6,241,0.1292,0.06,pr,pr2020066001,2020-03-06T01:16:14.327Z,"6km SSE of Tallaboa, Puerto Rico",earthquake,0.88,0.43,0.73,6,reviewed,pr,pr
2020-03-06T00:39:08.460Z,38.7733345,-122.7360001,2.07,0.94,md,14,66,0.009904,0.03,nc,nc73350225,2020-03-06T00:51:04.823Z,"2km ESE of The Geysers, CA",earthquake,0.29,0.54,0.03,4,automatic,nc,nc
2020-03-06T00:37:29.380Z,35.907,-117.7075,1.87,0.6,ml,11,69,0.06177,0.16,ci,ci38384578,2020-03-06T00:41:01.705Z,"18km E of Little Lake, CA",earthquake,0.3,0.66,0.125,7,automatic,ci,ci
2020-03-06T00:29:13.200Z,39.253,-123.2168333,6.75,1.23,md,13,96,,0.06,nc,nc73350220,2020-03-06T04:00:03.188Z,"2km SW of Redwood Valley, CA",earthquake,0.22,0.63,0.154,9,reviewed,nc,nc
2020-03-06T00:25:06.790Z,17.9183,-67.0026,6,2.5,md,8,240,0.1358,0.09,pr,pr2020066000,2020-03-06T08:27:32.283Z,"12km SSE of La Parguera, Puerto Rico",earthquake,0.78,0.32,0.34,5,reviewed,pr,pr
2020-03-06T00:24:31.350Z,19.2383327,-155.4316711,32.25,2.52,ml,52,109,0.0323,0.15,hv,hv71414152,2020-03-06T00:36:56.040Z,"5km NE of Pahala, Hawaii",earthquake,0.55,0.7,2.93,26,automatic,hv,hv
2020-03-06T00:15:23.030Z,38.8185005,-122.8144989,2.8,0.7,md,22,49,0.005986,0.02,nc,nc73350215,2020-03-06T01:15:05.010Z,"7km NW of The Geysers, CA",earthquake,0.23,0.56,0.14,3,automatic,nc,nc
2020-03-06T00:13:09.289Z,58.3366,-153.477,54.4,2.3,ml,,,,0.3,ak,ak020315jpli,2020-03-06T00:28:57.040Z,"83km NW of Kodiak Station, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-03-06T00:06:46.560Z,35.6376667,-117.4743333,6.9,0.95,ml,9,161,0.052,0.18,ci,ci38384538,2020-03-06T00:10:34.716Z,"16km SSW of Searles Valley, CA",earthquake,0.75,0.95,0.181,11,automatic,ci,ci
2020-03-06T00:00:53.951Z,61.8519,-151.127,69.4,1.9,ml,,,,0.32,ak,ak020315h0tw,2020-03-06T00:10:51.420Z,"58km WNW of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-03-05T23:58:19.620Z,35.888,-117.7363333,8.4,1.04,ml,16,62,0.08259,0.12,ci,ci38384522,2020-03-06T00:01:52.942Z,"16km ESE of Little Lake, CA",earthquake,0.22,0.6,0.243,15,automatic,ci,ci
2020-03-05T23:57:02.640Z,39.8831667,-123.3021667,8.58,1.55,md,15,58,0.06317,0.04,nc,nc73350210,2020-03-06T03:37:03.034Z,"11km NNW of Covelo, CA",earthquake,0.29,0.42,0.131,13,reviewed,nc,nc
2020-03-05T23:55:45.357Z,39.7001,-120.0899,8.2,0.7,ml,10,81.3,0.099,0.1484,nn,nn00718436,2020-03-06T02:08:59.780Z,"9km WNW of Cold Springs, Nevada",earthquake,,2.2,0.41,5,reviewed,nn,nn
2020-03-05T23:53:10.970Z,37.9786667,-122.065,14.25,1.82,md,42,60,0.06179,0.11,nc,nc73350205,2020-03-06T05:13:03.664Z,"1km ESE of Pacheco, CA",earthquake,0.22,0.39,0.201,33,reviewed,nc,nc
2020-03-05T23:41:38.470Z,17.8168,-66.868,2,2.87,md,8,263,0.1587,0.29,pr,pr2020065029,2020-03-06T06:33:18.040Z,"29km S of Guanica, Puerto Rico",earthquake,1.2,1.16,0.16,5,reviewed,pr,pr
2020-03-05T23:39:47.220Z,59.1703,-151.3277,29.5,2,ml,,,,0.34,ak,ak0202zvuzl9,2020-03-05T23:45:15.141Z,"54km SSE of Homer, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-05T23:28:24.930Z,38.8248329,-122.8121643,1.63,0.75,md,19,45,0.002174,0.05,nc,nc73350190,2020-03-05T23:44:02.482Z,"7km NW of The Geysers, CA",earthquake,0.23,0.41,0.13,4,automatic,nc,nc
2020-03-05T23:05:26.630Z,32.1055,-116.9026667,15.59,1.56,ml,14,291,0.2897,0.13,ci,ci38384490,2020-03-06T00:41:21.636Z,"13km S of Primo Tapia, B.C., MX",earthquake,0.57,1.29,0.127,6,reviewed,ci,ci
2020-03-05T23:02:36.500Z,36.25716667,-98.50816667,5.66,2.56,ml,98,46,0.2267555028,0.21,ok,ok2020eoru,2020-03-06T00:21:54.040Z,"3km WSW of Fairview, Oklahoma",earthquake,,0.4,0.2,18,reviewed,ok,ok
2020-03-05T23:02:25.280Z,32.9291667,-116.2538333,12.24,0.9,ml,22,82,0.04878,0.23,ci,ci38384482,2020-03-05T23:06:14.145Z,"26km SSW of Ocotillo Wells, CA",earthquake,0.4,0.87,0.162,13,automatic,ci,ci
2020-03-05T22:59:40.910Z,52.0355,-176.0963333,-0.22,-0.47,ml,4,166,0.02441,0.09,av,av70875184,2020-03-06T00:04:10.850Z,"42km ENE of Adak, Alaska",earthquake,0.71,0.5,0.277,4,reviewed,av,av
2020-03-05T22:57:25.550Z,52.0575,-176.145,1.71,-0.35,ml,4,210,0.002924,0.17,av,av70875179,2020-03-05T23:38:28.970Z,"40km ENE of Adak, Alaska",earthquake,0.84,0.73,0.247,4,reviewed,av,av
2020-03-05T22:39:35.660Z,45.725,-111.9268333,6.26,0.08,ml,4,158,0.118,0.06,mb,mb80384309,2020-03-06T16:20:15.390Z,"20km SE of Whitehall, Montana",earthquake,1.81,6.15,,0,reviewed,mb,mb
2020-03-05T22:26:27.600Z,19.2053337,-155.4143372,31.04,2.11,ml,43,150,0.03574,0.14,hv,hv71414057,2020-03-05T22:32:00.980Z,"6km E of Pahala, Hawaii",earthquake,0.55,0.88,0.09,3,automatic,hv,hv
2020-03-05T22:23:34.729Z,36.44333333,-98.68066667,7.32,1.94,ml,56,55,0.0602881694,0.14,ok,ok2020eoqm,2020-03-06T14:34:09.266Z,"26km NW of Fairview, Oklahoma",earthquake,,0.2,0.21,24,reviewed,ok,ok
2020-03-05T22:22:05.600Z,47.5081667,-113.8436667,16.44,1.29,ml,14,133,0.105,0.16,mb,mb80384249,2020-03-06T00:42:54.760Z,"19km E of Ronan, Montana",earthquake,0.49,0.55,0.275,2,reviewed,mb,mb
2020-03-05T22:18:31.690Z,19.2071667,-155.4111633,32.44,2.31,ml,17,165,0.0705,0.13,hv,hv71414052,2020-03-05T22:24:05.740Z,"7km E of Pahala, Hawaii",earthquake,1.2,1.17,3.75,6,automatic,hv,hv
2020-03-05T22:18:04.180Z,19.2128334,-155.41716,31.23,2.18,ml,48,142,0.03078,0.13,hv,hv71414047,2020-03-05T22:23:38.610Z,"6km E of Pahala, Hawaii",earthquake,0.53,0.84,2.89,10,automatic,hv,hv
2020-03-05T22:13:46.520Z,35.6068333,-117.4855,6.75,1.49,ml,24,99,0.02779,0.16,ci,ci38384426,2020-03-05T22:17:37.340Z,"17km E of Ridgecrest, CA",earthquake,0.26,0.55,0.192,24,automatic,ci,ci
2020-03-05T22:12:04.129Z,35.10983333,-97.74033333,6.56,1.76,ml,59,89,0.09898057663,0.37,ok,ok2020eoqd,2020-03-06T14:43:43.315Z,"8km WSW of Blanchard, Oklahoma",earthquake,,0.7,0.23,19,reviewed,ok,ok
2020-03-05T22:11:24.000Z,35.8825,-117.7056667,7.23,0.87,ml,12,70,0.0792,0.12,ci,ci38384418,2020-03-05T22:14:53.330Z,"19km ESE of Little Lake, CA",earthquake,0.25,0.84,0.199,12,automatic,ci,ci
2020-03-05T21:59:26.110Z,17.9225,-66.9318,7,2.63,md,7,229,0.0744,0.1,pr,pr2020065028,2020-03-05T22:45:55.959Z,"5km SSW of Guanica, Puerto Rico",earthquake,0.79,0.25,0.2,3,reviewed,pr,pr
2020-03-05T21:55:52.970Z,36.1898333,-118.1733333,4.11,1.27,ml,18,104,0.2606,0.2,ci,ci38384386,2020-03-05T21:59:32.203Z,"18km SW of Olancha, CA",earthquake,0.32,2.44,0.198,16,automatic,ci,ci
2020-03-05T21:53:46.080Z,35.6861667,-117.5588333,9.83,0.79,ml,10,142,0.1268,0.15,ci,ci38384378,2020-03-05T21:58:08.636Z,"13km NE of Ridgecrest, CA",earthquake,0.43,1.25,0.157,10,automatic,ci,ci
2020-03-05T21:52:38.940Z,38.8393326,-122.8248367,1.8,0.57,md,13,92,0.008351,0.02,nc,nc73350185,2020-03-05T22:18:02.841Z,"9km WNW of Cobb, CA",earthquake,0.33,0.83,,1,automatic,nc,nc
2020-03-05T21:46:36.240Z,34.6871667,-118.8108333,12.83,1.53,ml,18,93,0.09474,0.24,ci,ci38384354,2020-03-05T21:50:22.079Z,"13km SSE of Gorman, CA",earthquake,0.54,0.98,0.424,30,automatic,ci,ci
2020-03-05T21:41:33.587Z,65.014,-147.3628,3.6,1.6,ml,,,,0.59,ak,ak0202zuoira,2020-03-05T21:47:12.332Z,"25km NE of Fairbanks, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-05T20:51:39.960Z,17.9731,-66.7331,15,1.99,md,7,211,0.1447,0.12,pr,pr2020065027,2020-03-05T21:33:24.694Z,"3km SW of Tallaboa, Puerto Rico",earthquake,0.87,1.01,0.39,3,reviewed,pr,pr
2020-03-05T20:44:54.520Z,33.4951667,-116.7668333,2.62,0.57,ml,21,54,0.07427,0.17,ci,ci38384298,2020-03-05T20:48:35.234Z,"11km ENE of Aguanga, CA",earthquake,0.24,0.41,0.137,16,automatic,ci,ci
2020-03-05T20:44:05.890Z,33.4795,-116.7646667,6.7,0.4,ml,11,96,0.04432,0.31,ci,ci38384290,2020-03-05T20:47:50.229Z,"10km ENE of Aguanga, CA",earthquake,0.75,1.47,0.102,9,automatic,ci,ci
2020-03-05T20:39:05.740Z,32.9538333,-82.6473333,9.99,2.42,md,11,84,0.5149,0.36,se,se60101923,2020-03-06T17:35:19.807Z,"4km SW of Davisboro, Georgia",earthquake,0.74,2.45,0.078,11,reviewed,se,se
2020-03-05T20:37:27.430Z,19.2311668,-155.3990021,32.45,2.07,md,45,146,0.006461,0.12,hv,hv71413917,2020-03-05T20:40:37.260Z,"8km ENE of Pahala, Hawaii",earthquake,0.6,0.76,0.07,8,automatic,hv,hv
2020-03-05T20:34:44.930Z,39.2628333,-123.2165,7.09,0.97,md,8,94,0.04441,0.04,nc,nc73350165,2020-03-06T02:47:02.679Z,"1km WSW of Redwood Valley, CA",earthquake,0.4,0.7,0.19,7,reviewed,nc,nc
2020-03-05T20:31:44.885Z,61.2994,-152.2583,3.4,0.3,ml,,,,0.15,ak,ak0202zu0yuw,2020-03-05T22:24:18.390Z,"86km NW of Nikiski, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-03-05T20:31:27.620Z,46.114,-122.463666666667,10.73,0.51,ml,9,267,,0.1,uw,uw61585126,2020-03-05T23:03:46.140Z,"22km N of Amboy, Washington",earthquake,0.69,1.77,0.149039963478762,5,reviewed,uw,uw
2020-03-05T20:30:55.920Z,35.6698333,-117.5038333,6.33,0.94,ml,13,140,0.0898,0.2,ci,ci38384274,2020-03-05T20:34:39.143Z,"14km SW of Searles Valley, CA",earthquake,0.5,1.41,0.172,12,automatic,ci,ci
2020-03-05T20:30:12.700Z,36.358,-120.9318333,7.83,1.29,md,13,122,0.04175,0.05,nc,nc73350155,2020-03-06T00:58:02.897Z,"24km NE of King City, CA",earthquake,0.53,0.34,0.244,9,reviewed,nc,nc
2020-03-05T20:28:39.920Z,17.968,-66.8223,18,2.1,md,7,208,0.0573,0.17,pr,pr2020065026,2020-03-05T21:33:43.214Z,"2km S of Indios, Puerto Rico",earthquake,1.46,0.89,0.33,4,reviewed,pr,pr
2020-03-05T20:23:50.590Z,46.5353333,-112.4008333,9.02,2.07,ml,22,115,0.066,0.16,mb,mb80384229,2020-03-06T00:38:09.100Z,"23km WSW of Helena West Side, Montana",earthquake,0.48,0.87,0.106,4,reviewed,mb,mb
2020-03-05T20:22:50.530Z,33.8425,-117.4933333,2.4,1.47,ml,40,64,0.04737,0.17,ci,ci38384266,2020-03-05T20:26:33.083Z,"5km SSE of Home Gardens, CA",quarry blast,0.23,0.4,0.27,31,automatic,ci,ci
